value,persona_id
У меня есть друзья во дворе,4128
я мечтаю заработать миллион,4129
Я обожаю пельмени.,4130
Живу в городе.,4131
Я превосходно готовлю,4132
Недавно был в Египте.,4133
Вдохновляет небо.,4134
Люблю конфеты.,4135
я работаю в интернете,4136
Я влюблен,4137
Мечтаю отдохнуть за границей,4138
Люблю зимние виды спорта,4139
Я уважаю начальника.,4140
Мечтаю о спортивной машине.,4141
У меня есть хомяк.,4142
Живу в Париже,4143
Зарабатываю сама.,4144
Я люблю танцевать!,4145
я занимаюсь спортом.,4146
Мой муж шахтер.,4147
Я люблю покушать.,4148
Отдыхаю на рыбалке.,4149
У меня две сестры.,4150
Я добрый и отзывчивый,4151
Я люблю гулять,4152
Бегаю по утрам.,4153
Хочу начать свой бизнес,4154
Я люблю свою девушку.,4155
Я часто бываю за рубежом.,4156
увлекаюсь психологией,4157
Читаю книги.,4158
Есть парень.,4159
У меня две кошки.,4160
Есть домашние животные,4161
У меня аллергия на орехи,4162
Я играю на гитаре,4163
Я экстремал.,4164
Я холерик.,4165
Хочу много детей.,4166
люблю рок.,4167
У меня есть сын.,4168
Мне езжу на велосипеде,4169
катаюсь на горных лыжах,4170
я очень одинок,4171
Мечтаю поехать на море,4172
у меня 2 собаки,4173
Мое хобби вязание.,4174
я участвую в ралли,4175
У меня есть корова,4176
Люблю природу,4177
Я вяжу красивые платья,4178
Живу в своем доме.,4179
У меня есть сын 7 лет.,4180
Я живу во дворце,4181
Я работаю врачом,4182
Мечтаю переехать в Америку,4183
Я хорошо готовлю,4184
Я занимаюсь танцами.,4185
я хочу бросить курить,4186
Разбираюсь в грибах.,4187
я люблю смотреть сериалы,4188
Я люблю лето.,4189
Работаю в банке.,4190
Я люблю животных,4191
Постоянно сижу на диетах,4192
мой парень врач,4193
Я никогда не была в Париже.,4194
Хочу завести кота,4195
Люблю вышивать крестиком.,4196
Я люблю активный отдых,4197
Не люблю животных,4198
Но со мной моя собака.,4199
люблю астрологию,4200
Я не умею плавать.,4201
Боюсь зеркал.,4202
Я люблю шоппинг .,4203
Я боюсь высоты.,4204
У меня есть собака.,4205
увлекаюсь макраме,4206
я люблю рисовать,4207
Я люблю петь в караоке,4208
Я люблю готовить,4209
Он хорошо учиться.,4210
У меня есть права.,4211
Не женат.,4212
Учусь на пятерки,4213
Выращиваю фиалки.,4214
хочу в санаторий,4215
Я отзывчивая,4216
Моя жена моложе меня,4217
Люблю путешествовать.,4218
Я не видел снег.,4219
Люблю море и пляж.,4220
У меня есть два лисенка,4221
Я играю на гитаре,4222
Я в выходные хожу в бассейн.,4223
Люблю море.,4224
Я вкусно готовлю.,4225
люблю свежие персики,4226
Я люблю мороженое,4227
У меня есть собака.,4228
Я катаюсь на велосипеде.,4229
Мой рост метр семьдесят.,4230
Я не умею готовить,4231
Я люблю общаться,4232
Я люблю рисовать.,4233
У меня два ребенка,4234
Мечтаю работать журналистом,4235
Я живу в пещере.,4236
Я взяла дом в ипотеку.,4237
Люблю классно проводить время.,4238
Я хочу стать архитектором.,4239
